transaction_id,original_cost,length,path
1453,30.56,3,"[np.str_('03465ae381147f7a13763c189409d1f251e9181f5c063440e5e7cb177c0a8ab99f'), '03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed', '02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
1454,1.9889999999999999,2,"[np.str_('0320f5037e422f23204db9dd1cf32389752b1de8edbd4b90e412a877728e07a182'), '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643', '039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400_trg']"
1455,0.7270000000000001,2,"[np.str_('0384d130bfd760b6e9e1155963558367533552ef971563a72c6c5cb117af9db93d'), '03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278', '023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7_trg']"
1456,1.12,3,"[np.str_('02feac67caa47b1d718c685c885d062b7eb36383295ed701a476af503306691884'), '021802799027508e8a8bf9a0ab96ea78a6a995926a0b1310561a74375a06e14de9', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02b3877314aff657216ceac039244fe94e7116af10cfffac0232fefa5903c62a58_trg']"
1457,,-1,[]
1458,1.06,2,"[np.str_('03fd301591b3809cbf63c94f159623d4e97b23703e60422d674ca6fc584b27fbe5'), '03ffbf7ef99f52555d40b3eee011dc6042541fa5f49629cbfb64f8c1730726b101', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
1459,,-1,[]
1460,,-1,[]
1461,0.431,3,"[np.str_('02391075fbaff5b7daab0f7aa4ad8ad70e07764c853574f20a848235594490c6ac'), '020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3_trg']"
1462,1.12,3,"[np.str_('02551a0f955f86c892682487cc9403c4caf09ec37ae427b4475ea62379e94b15fe'), '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
1463,1.06,2,"[np.str_('03148ada4817484654c0d8dba4945b457ed13f50003160706b77cdad790a5b3d60'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
1464,1.12,3,"[np.str_('031f8e4c9d882be5b0976d9897f695bd6c66febcd8a67eb1a4f42b9f532f40fd18'), '02e4aaf7c4f4b8ccb105ddf90ff991a76d43a2b732bac12dda043add4ef51846ed', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
1465,1.12,3,"[np.str_('0314ecd09f2c9887530ed99436a20dd62607fa0fa0a8d0e2f630cf27f86e91e5f9'), '03a8355790b89f4d96963019eb9413b9a2c884691837ac976bacfe25a5212892d7', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a8334aba5660e241468e2f0deb2526bfd50d0e3fe808d882913e39094dc1a028_trg']"
1466,7.06,3,"[np.str_('022c3b4bdf935d254a3b3689f0496b8ca55655bf7c5032664899fec252f993bc5e'), '028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c_trg']"
1467,1.06,2,"[np.str_('035ff025b2910a6453349431a337d99b01e9bbfe86aa71c513f228a7b867538c5e'), '03cac8425d15440dec66f7a86155f2f457301aa434a6abdb82af2252ef477e7eb0', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
1468,,-1,[]
1469,0.0,1,"[np.str_('03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334'), '0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3_trg']"
1470,0.121,3,"[np.str_('03a21c0c2a4fdc1179f07710c32fe49804d3e2b0b1bdc760dc11cbf116da3bb363'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3_trg']"
1471,,-1,[]
1472,,-1,[]
1473,,-1,[]
1474,3.277,6,"[np.str_('0352b2651964338267b8cb003a1ce135ffc28c2f814653836693cc828f1e5bede3'), '0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda', '02a5d937fd2328e1a48fd56769ab6ea810fa9c67bfac233f0ac864494b5442d483', '027ba5217fecd12ebb621e51b88b8c9640cce659bd894f4c8e820e09173826fca2', '03545c51d746aa26b502d1c0c41ebac5036c71a7033511f3808c79211ae11b956a_trg']"
1475,,-1,[]
1476,,-1,[]
1477,1.12,3,"[np.str_('02708d0378c9ead944062308380a610c01611e485391db5b18d29e0becb2366241'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
1478,0.06,2,"[np.str_('0261f842bf519ee59abe37f874b48c7bcc31a51c8c0f12668edef3bb82143ac1ff'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c_trg']"
1479,1.499,5,"[np.str_('03fc243a6301e51c213de54cdee092967f5fca95f9f1f025c97bf9ba1ba68356f5'), '020327bbd6b7ebf577a041e24cbdc0b3ddb6ec4a2ec89e271260fc9d6fbaccc80a', '03434a39cd9a537c852fc8fb72454086d726f9111e9f730cef4985c39c11fae944', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '0388a2cd707ac944a2b0c8adbf67c4a313d24b6dc2ab2baba842f9a9eecf925131', '023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7_trg']"
1480,0.431,3,"[np.str_('03aed93a4d0ef60f7c5f4642a096d05a41e217ad4977fed3fecb638879fbc884ce'), '020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '0312c02755c6a3475f872be27e71fdb7703a61a25777401a26125e1c772c7e0f6a_trg']"
1481,,-1,[]
1482,0.22,3,"[np.str_('02a934d816a09a6658e1b1af2c6d87486eed31296cca0c5ccbf01a4464aeaccfb5'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276_trg']"
1483,1.06,2,"[np.str_('029772e24da461febceb0905d69e1238a9c226af57be7b26330b8534fbf5685ea0'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '029afc726a18abc8dc75ef6c9ed34354c275261086597d98067dd972bd72965943_trg']"
1484,1.9889999999999999,2,"[np.str_('03cf4b2e2d09408f448535906ef1241092afc0bb51d854766605d6241e63aafcad'), '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643', '02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86_trg']"
1485,1.9889999999999999,2,"[np.str_('035aaad3840eaa2ef3b6f3286daa8696039e8f68a90dc2856740fc30a7e0d0f6ff'), '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643', '03d0087b718ce9259b36485995094a2065a378135925f9a71a5daf2500300fe662_trg']"
1486,,-1,[]
1487,,-1,[]
1488,,-1,[]
1489,1.06,2,"[np.str_('02ed9102fe81a117b19f0c1fe0586536a04c962838677dcdb762aeb9804d9f33c7'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
1490,1.06,2,"[np.str_('03aff53bd11aa99bb3b687dac669aeda17dbdcbf4614053b83c6da5c14129e2f46'), '02d7cf25ef92bd4dfb6aa9a0e7d955a1225c5f168328b771c6d194fec359302d30', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
1491,1.06,2,"[np.str_('0307d8fcbb68c73730379d3cf76ea460eddad4651f9461a3a0d3e81a05288c104f'), '02cda8c01b2303e91bec74c43093d5f1c4fd42a95671ae27bf853d7dfea9b78c06', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
1492,0.0,1,"[np.str_('023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd'), '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda_trg']"
1493,0.12,3,"[np.str_('0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3'), '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03ab2157b6b046ad0f499d3b6552acedadeda7a09c6c3542df52efc2ac8d756b0f_trg']"
1494,,-1,[]
1495,0.06,2,"[np.str_('02ab9dabbf646626d32863e9dc81560e48681d2a49e0da3fbb4b4df11a58cc0fd3'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '037db7ce71ef503ed0e45aacbd346f3b1af40122d1d0eeb52d574711bb9a5bcf5f_trg']"
1496,,-1,[]
1497,1.181,4,"[np.str_('025989b3615d9e0081f4cfd32c7188485d6c8d9c4e43fd9137c51f97897a89f601'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '027be164a1ce7cca51a9fbfa2ce7d833dee7ee18827f4121e84e8132a2bd782418_trg']"
1498,1.12,3,"[np.str_('03f259a1908e98d3b618c79581e0ee04295a55e2d61e609db40f4e6f38c526a46a'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0251b2c9d22f3621f27188d8236db84d9fd84d42adac063b2633744638b81f34ac', '020675f1b6a63a748f8f674400e94472307d0204352238b17375777e6b89aef047_trg']"
1499,0.181,4,"[np.str_('03f163a59b2929b4b515d9dfd558f15ce23e95eadc109de013e6f7080d24644be2'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03952f8756c036669440e06c782c7f21732886ccf04052e0e6e792f8f5a490f6aa', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276_trg']"
1500,1.06,2,"[np.str_('03f4e8d1ace313a62187770d1e7ba70acbf810db3cb29047dd9ebc7ffcf02877ac'), '034cfb8dcb453372e8f13915cc770bcd7bb0f0809dd1b47c0c3b43b969ff9ff3b7', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
1501,1.06,2,"[np.str_('0331354daa3a95c3f27a522805e440d16cb7244983ca2e837e26b1759e7b19e755'), '032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b_trg']"
1502,,-1,[]
1503,,-1,[]
1504,1.12,3,"[np.str_('02018049d12985e79e36d12428b78c90a81ff4ab43431f3c81afb86caaccaaffb0'), '0219c2f8818bd2124dcc41827b726fd486c13cdfb6edf4e1458194663fb07891c7', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '039026382473c677f291d6a16b8b6b5af02813cc018336330fc3f34828f3d8d062_trg']"
1505,,-1,[]
1506,,-1,[]
1507,,-1,[]
1508,1.6,2,"[np.str_('02ba67b33fa997a807e73dd9530695767e36ae9bb96988020eeb1593679c06a8f0'), '02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f', '036ac04a69f2ab587fd83c4f2aca255a81f138276fbca344ac3ecfae28d733be56_trg']"
1509,0.431,3,"[np.str_('0276a31defb82997290f3a530caf3c3f2217ace6f67ad4af285d6b870d68af1708'), '020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
1510,30.56,3,"[np.str_('021da81caec2f0d8cd8471b7d2767b3ee549b21d5f6cb5c74ec7871d6efa233ec1'), '0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03fab7f8655169ea77d9691d4bd359e97782cb6177a6f76383994ed9c262af97a5_trg']"
1511,60.0,2,"[np.str_('037323dba131fe00265d9cc51419633b23337722035de83b572fca504736466965'), '0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4', '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda_trg']"
1512,30.5,2,"[np.str_('02de8259a572ef06873e72401f4aa2e77d5040db232af4ed5776b251067db30cc7'), '03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618', '0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877_trg']"
1513,,-1,[]
1514,,-1,[]
1515,2.18,4,"[np.str_('02c2fab8d99106ce621cae6d35aaddcc5a13f6ae9c65f2c9cf2adc6570dc08482d'), '03277a99c297a53859b42a9bb8cb2c5c17b9eaa44509bae150e2ea35ca5aa29bd9', '0234c548106512a0b93b2555d2638bc2fed3e6b091f75298383356258996230d92', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520_trg']"
1516,0.06,2,"[np.str_('03c80be3937717b502e66dc6cf8ba2881c9e68a8398bfa08c2866babfc88a729f3'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695_trg']"
1517,,-1,[]
1518,,-1,[]
1519,,-1,[]
1520,0.06,2,"[np.str_('02df6d3454bc4c0cdd9b6e5f04451f53c48d22300d3066cf4a8fb49effd025c0af'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86_trg']"
1521,0.0,1,"[np.str_('031ce29116eab7edd66148f5169f1fb658fad62bdc5091221ab895fe5d36db00b2'), '02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815_trg']"
1522,,-1,[]
1523,,-1,[]
1524,0.741,4,"[np.str_('024a2e265cd66066b78a788ae615acdc84b5b0dec9efac36d7ac87513015eaf6ed'), '0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '03fab7f8655169ea77d9691d4bd359e97782cb6177a6f76383994ed9c262af97a5_trg']"
1525,,-1,[]
1526,,-1,[]
1527,1.12,3,"[np.str_('03446d0bc389a0095072c6c6e0c0ceae7e2ff50dec57d88e773c57cc3de0fcf486'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
1528,,-1,[]
1529,,-1,[]
1530,1.721,4,"[np.str_('02a35fb3dd985ec7859f0b36319f5d4004871557c06f80c1acfb896abb4802924b'), '023e8b9d0c52dc22d07f70a69624e2457df5760ca0b4d87a5df460b08863f46448', '0283065d6d5b1fbeaa1f21e62755b4b834c4fabd2765d9522f5a79ec216fec3013', '037667a61f11bdfd28a04c8c2031c388ff8cc52d00a87e62910bf03e1667312d64', '02c287d1be9c9fa13d4ded0b0432b7e2367b1b20d822ab76546c4bb67cac1bc6e1_trg']"
1531,2.12,3,"[np.str_('02445567c03b3e2feb0deadff5bf1df5f308c0ae539c0d742dfbc63860c69e1c05'), '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961', '0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3', '025054cd53f3fb15384679da8d6eb9afa1369c13b3836ff3a8b5e11bc4cccb4c47_trg']"
1532,30.619999999999997,4,"[np.str_('02949f9824f7f8f51298e79aeeca2b20f06d2b16702b47b469b486a6760cf2d7f6'), '0311cad0edf4ac67298805cf4407d94358ca60cd44f2e360856f3b1c088bcd4782', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
1533,1.12,3,"[np.str_('03137d8103732bff159208ea142c5a57a2e97c299b2c368a585e6f857cb123e7f6'), '03b2312fa65b43b9ebc6d824af6ac0ad2cee7a490fd3a79af25f7a77bdd6f25c42', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5_trg']"
1534,,-1,[]
1535,,-1,[]
1536,,-1,[]
1537,0.12,3,"[np.str_('02c1ac5cee87e4f40f24ea4560ab0e63f398ef5fb630cf50a0e2f638ce51e3169e'), '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
1538,,-1,[]
1539,0.06,2,"[np.str_('02c960a2f65ee043600bd6e98898d4d6ba92d463bb04b5758b9b704d2e7750992d'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520_trg']"
1540,0.491,4,"[np.str_('03beddc8adbf7d56a7da15cdaf95d97b24d07088c3571b421c0e6f9d551a210342'), '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '0332052748755d74b3395b91eaea78b53bd64b55eb031ccb6a7ae23ac445bb6af7', '03295d2e292565743a40bd44da227a820f8730877bc3dfadebade8785bcf355258', '02f0eb41b5fb63baa294e281871647f4b2422118b791e813e201ca63c1cd6ca860_trg']"
1541,,-1,[]
1542,1.06,2,"[np.str_('021ff2c4f6ae799c3d78edad94c05362901a5cb8fc9393dedfb181181e69110585'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c_trg']"
1543,,-1,[]
1544,1.06,2,"[np.str_('023d696f812e347d57219710ecdf7b55236a2c0a6bde1e2594fac99cffb41b92c1'), '0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
1545,0.06,2,"[np.str_('02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e_trg']"
1546,1.06,2,"[np.str_('02feb44008c8a4aae9c42fece6164b77f2531c00c5d474adb8582ca18c8f7432c3'), '0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9', '032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a_trg']"
1547,0.06,2,"[np.str_('032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
1548,,-1,[]
1549,,-1,[]
1550,0.0,1,"[np.str_('032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf'), '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
1551,0.12,3,"[np.str_('03634bda49c9c42afd876d8288802942c49e58fbec3844ff54b46143bfcb6cdfaf'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520_trg']"
1552,0.0,1,"[np.str_('032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3'), '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
1553,,-1,[]
1554,2.18,4,"[np.str_('02d3aeee78423cf672c7ebfca94f8a0781c5bb83b8348f65c17370833f9d5a58be'), '031157d786ca2fb7b86f330366db3e0bb6925b336d285ed40705976eaa68ead610', '032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '036a33e92cda2679ac91ac0467acb1ba33396c0df1119521653e0f269c275dd6bf_trg']"
1555,1.12,3,"[np.str_('03f78684b49e125d73c1801b3529f7d663f08ae7e1dd5db416fe69d9cb47b1c50f'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '02e5cad08f3d62a4db973be8603e77826ff97aa10d1f4abac522563b0b3ee7adbd_trg']"
1556,7.0,2,"[np.str_('034143d1a45cb9bcb912eab97facf4a971098385c4701753d6bc40e52192d0c04f'), '03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f', '0351e197ce9dda4cf37a228a7d5f7b3ab0f9e386ae833412fd2da5528fbc2bd037_trg']"
1557,0.06,2,"[np.str_('0288857f430273cf9ac50c55e38d9505d1dc9fc0ae14bf4fe4b3cdacc11ad1f8d8'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078_trg']"
1558,0.06,2,"[np.str_('020c7f6d847bf0fc99418351a5c02b0d36babf833f0613216dff3e808ebedea656'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03a7a27ebb3f50b75db5cf633d42e02976f1e0bd15960781e8986d6f52b93fce19_trg']"
1559,,-1,[]
1560,0.121,3,"[np.str_('026b105ac13212c48714c6be9b11577a9ce10f10e1c88a45ce217e6331209faf8b'), '032b12c7415455a1000c43a56ac21dd72472e62ca7dc456f4a66bb8463bf8bfed1', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
1561,,-1,[]
1562,1.06,2,"[np.str_('03f8ab9b7496be92ce370e0224661d5d2de80bca8f505d66f1226d0e6002007d2a'), '031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403', '023c1f3d0efc623da2829a41426b324245133f99840363435c2e98086de3494bb7_trg']"
1563,,-1,[]
1564,,-1,[]
1565,,-1,[]
1566,1.12,3,"[np.str_('0366b4925b67feb6993e2cc735e0efb48dfe9a011e94b0d3ec7e56f0959dd65cc9'), '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520_trg']"
1567,1.181,4,"[np.str_('02ee8c98a78d8061f6c9c09a9b36b05e02e03736609ea5e5eb8afdcd7f7163c50f'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '032b12c7415455a1000c43a56ac21dd72472e62ca7dc456f4a66bb8463bf8bfed1', '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '02204d982cc135990c82640f519c97e07f7000d50010d8726ef69c94e04b6aa1d1_trg']"
1568,,-1,[]
1569,2.3489999999999998,2,"[np.str_('030bf55073acc64d61419c61bdf6a1b9eaa7dea7d2803ae84564063c41f5bee6f0'), '02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
1570,1.12,3,"[np.str_('0331b1068db83bbcc3057ce11a0a5314e817d541de6d3bdba9710541932dd41095'), '0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3_trg']"
1571,,-1,[]
1571,,-1,[]
1572,,-1,[]
